"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TAIR","SYMBOL","GENENAME"
"AT1G03610",481.429995118347,-1.32628018367123,0.377088345796322,-3.51716036429191,0.0004361901680195,0.00394207319713277,"AT1G03610",NA,NA
"AT3G61190",27.0144654284289,-2.02917144665304,0.577368156652279,-3.51451915605922,0.000440550896366058,0.00397012525852036,"AT3G61190","BAP1","Encodes a protein with a C2 domain that binds to BON1 in yeast two hybrid analyses. Its ability to bind to phospholipids is enhanced by calcium ions. Involved in maintaining cell homeostasis."
"AT4G15990",87.64355115012,-2.54481743695617,0.724400333909163,-3.51299870780468,0.000443079631673021,0.00398598740635595,"AT4G15990",NA,NA
"AT2G46220",2248.70742716802,-1.44034079845914,0.410259310094234,-3.51080588062292,0.000446750502794967,0.00401552824110987,"AT2G46220",NA,NA
"AT1G30720",248.118110831029,-2.69369283150217,0.768772649742778,-3.5038874398087,0.000458519121962251,0.00409645959737592,"AT1G30720","AtBBE10",NA
"AT2G34600",14.9350912531563,-3.35705672338886,0.958806784089836,-3.50128595155447,0.000463018746738189,0.00413309978532002,"AT2G34600","JAZ7;TIFY5B",NA
"AT1G22330",169.639562372957,-1.33084553237432,0.38046902227758,-3.49790772559498,0.000468923342355628,0.00417861457782109,"AT1G22330",NA,NA
"AT3G52561",7.09914071330684,-3.6536097847339,1.04556920623968,-3.49437393807138,0.00047517495626845,0.00422706023490094,"AT3G52561",NA,NA
"AT1G66040",12.9337494620521,-3.60713889068309,1.0331316042149,-3.49146118071204,0.000480386267636058,0.00426427604711597,"AT1G66040","ORTH4;VIM4","predicted to encode a protein with an N-terminal PHD domain and two RING domains surrounding an SRA domain. Attempts to isolate ORTH4/VIM4 cDNA through RT-PCR were unsuccessful and analysis of the expression of this gene is difficult since it shares 99% nucleotide identity with ORTH5/VIM2."
"AT4G20260",3003.8744601865,-1.14067905760574,0.326772899892599,-3.49073946456589,0.000481685729296059,0.00427215496119997,"AT4G20260","ATPCAP1;MDP25;PCAP1","Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and  PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels."
"AT2G38820",206.583982310201,-1.41362414612839,0.40510830454727,-3.48949683395947,0.00048393079073334,0.00428548255978467,"AT2G38820",NA,NA
"AT3G15580",264.416035650767,-1.01912502873556,0.292089968552959,-3.48907918263814,0.000484687550254952,0.00428595193096291,"AT3G15580","APG8H;ATG8I","Encodes APG8, a component of autophagy conjugation pathway. Delivered to the lumens of vacuole under nitrogen-starvation condition."
"AT4G28070",35.4952355077242,-1.01749041297573,0.291792962535813,-3.48702862513641,0.000488419077402251,0.00431343284832256,"AT4G28070",NA,NA
"AT4G25940",227.443246886512,-1.53870046926127,0.441420051346659,-3.48579649829475,0.000490674122952503,0.00432782086762316,"AT4G25940","PICALM2b",NA
"AT1G80190",85.0099262560274,-1.16952977865887,0.335621221665056,-3.48467171669509,0.000492741178192537,0.00434420558504215,"AT1G80190","PSF1","Similar to the PSF1 component of GINS complex, which in other organism was shown to be involved in the initiation of DNA replication."
"AT1G61740",962.329763946523,-1.40110505627308,0.402923583530338,-3.47734685569126,0.000506402247533691,0.00444575312106916,"AT1G61740",NA,NA
"AT5G55410",8.93682730738479,-5.53479669479076,1.59326041669085,-3.47388075220393,0.000512988963341265,0.00448460010304026,"AT5G55410",NA,NA
"AT5G58720",493.559719099984,-1.1693186989032,0.336858770825659,-3.47124314452947,0.000518054682997415,0.00451556487343755,"AT5G58720",NA,NA
"AT1G01180",192.447490100935,-1.48542154843923,0.427949752141769,-3.47101859740568,0.00051848808893047,0.00451744452115187,"AT1G01180",NA,NA
"AT5G15290",35.4724763282593,-2.39256278009287,0.689666987143728,-3.46915659976959,0.000522095035034471,0.00453743674142861,"AT5G15290","CASP5",NA
"AT4G03510",430.302502145194,-1.74313199269013,0.502875973256428,-3.46632586441203,0.000527623385609993,0.00457972683451017,"AT4G03510","ATRMA1;RMA1","RMA1 encodes a novel 28 kDa protein with a RING finger motif and a C-terminal membrane-anchoring domain that is involved in the secretory pathway. Has E3 ubiquitin ligase activity."
"AT5G18490",196.666968625077,-1.32245962278859,0.381505206351137,-3.46642614772445,0.000527426606480893,0.00457972683451017,"AT5G18490",NA,NA
"AT2G01100",421.703084785443,-1.03694493490978,0.29922751346256,-3.46540638228952,0.00052943081506277,0.00458965409882038,"AT2G01100",NA,NA
"AT5G44020",4559.85553624498,-1.55568358568762,0.448969836510236,-3.46500690955026,0.000530217856560317,0.00459455699011854,"AT5G44020",NA,NA
"AT3G17020",1144.9518044416,-1.06055461690086,0.306242932047714,-3.46311540909496,0.000533959317325677,0.00461733473860824,"AT3G17020",NA,NA
"AT1G58235",222.019223669244,-1.24328661984312,0.359493876455667,-3.45843615502153,0.000543321029000955,0.00468656746221406,"AT1G58235",NA,NA
"AT1G58190",73.3137297844515,-1.86307542604486,0.539054774067509,-3.45618945545511,0.000547870097985711,0.00471404611477128,"AT1G58190","AtRLP9;RLP9",NA
"AT3G54150",30.4341818200483,-2.61031244583918,0.755383748864455,-3.45561107154235,0.00054904692676007,0.00472221330664911,"AT3G54150","EFD",NA
"AT1G09910",153.335953042518,-1.02901264560899,0.297801487092083,-3.45536436253863,0.000549549617822948,0.00472262088721502,"AT1G09910",NA,NA
"AT1G49050",293.145911955512,-1.46251520547193,0.423465446830947,-3.45368250566092,0.000552987988105314,0.00474823502203839,"AT1G49050","APCB1",NA
