"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TAIR","SYMBOL","GENENAME"
"AT3G61220",508.279030027324,3.36052459803301,0.234295748473761,14.3430882545842,1.17699106616909e-46,1.24967026450503e-42,"AT3G61220","SDR1",NA
"AT1G73600",3305.75646442605,3.5005692105487,0.267649547691237,13.0789281758361,4.34523948565337e-39,3.07570534926165e-35,"AT1G73600","AtPMT3;DEG26;NMT;NMT3",NA
"AT3G01060",1259.54675648052,3.05204779328421,0.239242221568574,12.757145345306,2.8443481791189e-37,1.50999333958974e-33,"AT3G01060",NA,NA
"AT4G09350",326.93136471726,4.36055669402684,0.342699190630751,12.7241522981162,4.34161058911512e-37,1.84388201719719e-33,"AT4G09350","CRRJ;DJC75;NdhT",NA
"AT5G59750",472.465090770327,2.31379425177291,0.192757488212841,12.0036542975598,3.39948384431715e-33,1.20313399056791e-29,"AT5G59750","AtRIBA3;RIBA3",NA
"AT1G07010",737.122993350309,2.65929828277489,0.224364096855012,11.8526017310754,2.08611716954254e-32,6.32838544217654e-29,"AT1G07010","AtSLP1;SLP1",NA
"AT2G24820",954.669936189041,1.83499199073034,0.160211912291353,11.4535302930116,2.25760048085291e-30,5.99251827636394e-27,"AT2G24820","AtTic55;Tic55;TIC55-II",NA
"AT4G28740",456.553458892645,2.20014778169478,0.199592329326163,11.0232081018475,2.9534177752631e-28,6.27158264577118e-25,"AT4G28740",NA,NA
"AT5G19850",384.760288858316,2.55059367769865,0.237366213537229,10.7453948044658,6.22948309013535e-27,1.2025733947184e-23,"AT5G19850",NA,NA
"AT4G26850",5197.02527612576,3.32182448923028,0.327956952190614,10.1288430296778,4.11489303759648e-24,6.72151951179702e-21,"AT4G26850","GGP;VTC2","Encodes a novel protein involved in ascorbate biosynthesis, which was shown to catalyze the transfer of GMP from GDP-galactose to a variety of hexose-1-phosphate acceptors. Recessive mutation has a reduced amount of vitamin C, lower level of non-photochemical quenching, and reduced rate of conversion of violaxanthin to zeaxanthin in high light."
"AT3G12320",479.393099421168,3.66074160551355,0.36215756709969,10.1081461167036,5.08371229830248e-24,7.7109021896038e-21,"AT3G12320","LNK3",NA
"AT4G27030",533.023458211156,3.39960379725509,0.338341343495897,10.0478521546579,9.38914852320824e-24,1.32919045926885e-20,"AT4G27030","FAD4;FADA","Encodes an unusual palmitate desaturase that is highly substrate specific. It introduces a delta-3 trans double bond at palmitate at the sn-2 position of phosphatidylglycerol."
"AT2G29650",1740.45594787772,2.17078787578774,0.216369493199903,10.0327816259298,1.09390624505937e-23,1.45181869461473e-20,"AT2G29650","ANTR1;PHT4;1","Encodes an inorganic phosphate transporter (PHT4;1) that  is localized to the thylakoid membrane.;Encodes an inorganic phosphate transporter that  is localized to the thylakoid membrane."
"AT4G04850",1083.11777103675,1.96298523686522,0.196660515257292,9.98159307320551,1.8349665020601e-23,2.29208903948507e-20,"AT4G04850","ATKEA3;KEA3","member of Putative potassium transporter family"
"AT5G17230",3550.61397519923,1.88902783629584,0.194527868732986,9.71083397252846,2.71109694530197e-22,3.03000755965723e-19,"AT5G17230","PSY","Encodes phytoene synthase."
"AT3G26570",3244.28875617197,2.77615551039435,0.286956094259014,9.67449573623106,3.86994717332027e-22,4.10891641127279e-19,"AT3G26570","ORF02;PHT2;1","low affinity phosphate transporter"
"AT2G40610",765.09718915683,4.51293068122824,0.479516950295441,9.41141012522648,4.89524744900589e-21,4.95002759903047e-18,"AT2G40610","ATEXP8;ATEXPA8;ATHEXP;EXP8;EXPA8","member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
"AT3G14200",194.368391025847,2.31731322152568,0.251491967141109,9.21426337337235,3.13422865937082e-20,2.77313939923914e-17,"AT3G14200",NA,NA
"AT1G14345",818.003791745117,2.53520338893144,0.280408130705973,9.0411193946076,1.55075542469498e-19,1.31721165773592e-16,"AT1G14345",NA,NA
"AT4G12830",439.361491315888,2.45773421940666,0.272206176664011,9.02894361004998,1.73336956653036e-19,1.41569625943355e-16,"AT4G12830",NA,NA
"AT5G24150",769.561360690035,4.32309797318314,0.479143695190795,9.02255005455446,1.83760999549846e-19,1.44524623164481e-16,"AT5G24150","SQE5;SQP1","squalene monooxygenase gene homolog"
"AT3G17609",224.391061576559,3.68852982875912,0.41043829035203,8.98680731175323,2.54516306155851e-19,1.93023348614982e-16,"AT3G17609","HYH","Encodes a homolog of HY5 (HYH).  Involved in phyB signaling pathway."
"AT1G65230",876.606767984123,1.81238637371596,0.202433653739961,8.95298948683745,3.4598282550963e-19,2.53342941368862e-16,"AT1G65230",NA,NA
"AT1G64780",619.501943684096,2.33545146593337,0.261400454756758,8.93438180169422,4.09461108048673e-19,2.89830220980453e-16,"AT1G64780","AMT1;2;ATAMT1;2","encodes an ammonium transporter protein believed to act as a high affinity transporter. It is expressed in the root, primarily in endodermal and cortical cells, and contributes to ammonium uptake in the root."
"AT4G37925",849.320836207739,2.75505666608995,0.31035826521634,8.87702044657806,6.86751810572994e-19,4.70424990242501e-16,"AT4G37925","NDH-M;NdhM","Encodes subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex (Ndh complex) present in the thylakoid membrane of chloroplasts. This subunit is thought to be required for Ndh complex assembly."
"AT3G15354",465.184270844705,3.37320321954712,0.382816614547936,8.81153819180628,1.23440212713958e-18,8.19141536556529e-16,"AT3G15354","SPA3","Encodes a member of the SPA (suppressor of phyA-105) protein family (SPA1-SPA4).  SPA proteins contain an N-terminal serine/threonine kinase-like motif followed by a coiled-coil structure and a C-terminal WD-repeat domain.  SPA proteins function redundantly in suppressing photomorphogenesis in dark- and light-grown seedlings. SPA3 (and SPA4) predominantly regulates elongation growth in adult plants."
"AT3G02380",779.479563019042,3.27447490145893,0.372840763024012,8.78250241443703,1.59877138223204e-18,1.01671981676035e-15,"AT3G02380","ATCOL2;BBX3;COL2","homologous to the flowering-time gene CONSTANS (CO) encoding zinc-finger proteins"
"AT3G48610",370.404858831499,1.75400459132957,0.199761994248005,8.78047197081925,1.62790081327298e-18,1.01671981676035e-15,"AT3G48610","NPC6",NA
"AT5G38980",995.215563930951,2.64207976335903,0.301770722051512,8.75525546480294,2.03641695899592e-18,1.23552326069367e-15,"AT5G38980",NA,NA
"AT3G01550",463.408699142106,3.09574814884356,0.354214808863609,8.73974794779284,2.33631085420582e-18,1.37809891636279e-15,"AT3G01550","ATPPT2;PPT2",NA
"AT1G78510",756.784193534468,1.88089516019367,0.217479075510373,8.64862587713159,5.21232369210506e-18,2.97646630163552e-15,"AT1G78510","AtSPS1;SPS1","Encodes a protein with solanesyl diphosphate synthase activity."
"AT3G23000",1142.77154882648,1.70248748390329,0.196906892307669,8.64615486005,5.32638189131857e-18,2.97646630163552e-15,"AT3G23000","ATSR2;ATSRPK1;CIPK7;PKS7;SnRK3.10","Encodes a serine/threonine protein kinase with similarities to CBL-interacting protein kinases, SNF1 and SOS2."
"AT1G15980",2639.67849699798,1.49434752889402,0.173568958908797,8.60953213229352,7.33593599410134e-18,3.89446502086855e-15,"AT1G15980","NDF1;NDH48;PnsB1","encodes a novel subunit of the chloroplast NAD(P)H dehydrogenase complex, involved in cyclic electron flow around photosystem I to produce ATP."
"AT5G64170",865.534211536814,3.33920604964568,0.388027308394314,8.60559547590494,7.59215739714526e-18,3.93218200800926e-15,"AT5G64170","LNK1",NA
"AT1G17050",749.63761451563,2.25858220192009,0.263324664428321,8.57717679740895,9.7230110527372e-18,4.9159080882113e-15,"AT1G17050","AtSPS2;SPS2","Encodes a protein with solanesyl diphosphate synthase activity."
"AT3G48310",247.524043333748,1.82104245992195,0.213548148247868,8.52754975804447,1.49480037973603e-17,7.38188047992896e-15,"AT3G48310","CYP71A22","putative cytochrome P450"
"AT5G59920",170.03791818541,2.46708739256393,0.289666455773454,8.51699374708898,1.63748336949767e-17,7.90271803438252e-15,"AT5G59920","ULI3","Isolated in a screen for UV-B insensitive mutants using a hypocotyl growth inhibition assay. Mutants are defective in a number of UV-B responses."
"AT2G46340",1011.01043487419,2.13209918624523,0.251735125409863,8.46961337943541,2.4620886274524e-17,1.16183226675448e-14,"AT2G46340","SPA1","Encodes a member of the SPA (suppressor of phyA-105) protein family  (SPA1-SPA4). SPA proteins contain an N-terminal serine/threonine kinase-like motif followed by a coiled-coil structure and a C-terminal WD-repeat domain. SPA1 is a PHYA signaling intermediate, putative regulator of PHYA signaling pathway. Light responsive repressor of photomorphogenesis. Involved in regulating circadian rhythms and flowering time in plants. Under constant light, the abundance of SPA1 protein exhibited circadian regulation, whereas under constant darkness, SPA1 protein levels remained unchanged. In addition, the spa1-3 mutation slightly shortened circadian period of CCA1, TOC1/PRR1 and SPA1 transcript accumulation under constant light."
"AT1G26220",207.453947382354,4.0031738835405,0.475263567794105,8.42306070738998,3.6677430418572e-17,1.65711752114548e-14,"AT1G26220","GNAT1;SNAT2",NA
"AT1G58520",541.211163162434,3.10159776880653,0.368488818153927,8.41707432085745,3.86002813019854e-17,1.70766036134929e-14,"AT1G58520","OSCA2.1",NA
"AT3G09600",290.544734255956,3.22068734124715,0.384190187344128,8.38305466235737,5.1571511169721e-17,2.23494089732454e-14,"AT3G09600","LCL5;RVE8",NA
"AT5G61670",1032.42106253729,1.88415779575361,0.225247177477421,8.36484530840564,6.01938474196149e-17,2.55643269991104e-14,"AT5G61670","AtOR;OR","Encodes a close homolog of the Cauliflower OR (Orange) protein.  The function of OR is to induce the differentiation of proplastids or other noncolored plastids into chromoplasts for carotenoid accumulation.  Both proteins contain a Cysteine-rich zinc finger domain that is highly specific to DnaJ-like molecular chaperons."
"AT3G28070",234.049425572871,3.28481029204795,0.395083574890212,8.31421628439185,9.23605761869519e-17,3.84564085358808e-14,"AT3G28070","UMAMIT46",NA
"AT1G23740",2651.53958175698,2.2883661945916,0.280106620014772,8.16962553213101,3.0934814941714e-16,1.19436508234054e-13,"AT1G23740","AOR",NA
"AT1G26761",347.11968310096,2.13760278247424,0.261765964082976,8.16608373805487,3.18562186758801e-16,1.20797643496842e-13,"AT1G26761",NA,NA
"AT4G00050",387.097391463723,2.93056518597298,0.35965741499989,8.14821289302174,3.69341715565489e-16,1.37595988246196e-13,"AT4G00050","PIF8;UNE10",NA
"AT5G49730",2981.18706143775,2.57247274903715,0.316134662680192,8.13726886899306,4.0429421384868e-16,1.48020476397875e-13,"AT5G49730","ATFRO6;FRO6","Encodes a plasma membrane-located ferric chelate reductase. Its mRNA is expressed in green aerial tissues (shoot, flower and cotyledon) in a light- and cell differentiation-specific manner."
"AT1G55910",280.073887944867,2.75371884595513,0.339870381113367,8.10226191801222,5.39466443799794e-16,1.94162202272689e-13,"AT1G55910","ZIP11","member of Putative zinc transporter ZIP2 - like family"
"AT1G77090",621.542704588893,1.63675009077147,0.202239747345058,8.09311775878992,5.81565906609906e-16,2.05825867114356e-13,"AT1G77090",NA,NA
"AT5G49740",1352.04870438078,3.02523949230167,0.373985048476528,8.08919903248896,6.00583620924506e-16,2.09072019513638e-13,"AT5G49740","ATFRO7;FRO7","Encodes a chloroplast ferric chelate reductase.  Shows differential splicing and has three different mRNA products.  Expressed in the shoot, flower and cotyledon."
"AT4G10430",284.847792661558,1.40077498599584,0.17342288416685,8.0772211390981,6.62593251601316e-16,2.26938188673451e-13,"AT4G10430",NA,NA
"AT4G24700",93.9404367376597,3.58184565767946,0.443676375970292,8.07310429780308,6.8533017337913e-16,2.30999781455648e-13,"AT4G24700",NA,NA
"AT1G64500",867.348604230524,2.86926605281836,0.356023114408512,8.05921283393434,7.67873029003246e-16,2.54777871420062e-13,"AT1G64500","THRUMIN1",NA
"AT1G75460",2239.7202623614,1.79618709349091,0.223919137106663,8.0215881353424,1.04386641920252e-15,3.37606509305377e-13,"AT1G75460",NA,NA
"AT3G02830",995.901310471938,2.1341931367905,0.266455872136534,8.00955565241556,1.15123633984422e-15,3.59507407008706e-13,"AT3G02830","AtC3H33;PNT1;ZFN1","Encodes a zinc finger protein."
"AT4G38840",358.751000119288,2.33259511171176,0.292963336093104,7.96207178283381,1.6918227326084e-15,5.20664575752744e-13,"AT4G38840","SAUR14",NA
"AT3G48320",165.47852873064,2.55933768762564,0.32208714822137,7.94610310209154,1.92470251486865e-15,5.8387225576051e-13,"AT3G48320","CYP71A21","putative cytochrome P450"
"AT5G24120",659.917201488791,2.81086831149538,0.354041960487538,7.93936489229875,2.03219114774983e-15,6.07796887640389e-13,"AT5G24120","ATSIG5;SIG5;SIGE","Encodes a specialized sigma factor that functions in regulation of plastid genes  and is responsible for the light-dependent transcription at the psbD LRP. Activation of SIG5 is dependent upon blue light and mediated by cryptochromes."
"AT3G02870",440.069502691182,2.24430729575791,0.284673315867953,7.8837993259577,3.17574149527032e-15,9.36623203500906e-13,"AT3G02870","GPP;VTC4","Encodes a L-galactose-1-phosphate phosphatase, involved in ascorbate biosynthesis."
"AT1G71810",344.834476930418,1.31205365709357,0.166738988187529,7.86890739445964,3.57751857502045e-15,1.04066584850081e-12,"AT1G71810",NA,NA
"AT4G01915",95.3118044016342,1.99545313178721,0.253992672331223,7.85634134037146,3.95516306821814e-15,1.1349714561299e-12,"AT4G01915",NA,NA
"AT1G69730",244.888149040591,3.28122070472476,0.418335127553825,7.84352182880599,4.38082928874244e-15,1.24035879928594e-12,"AT1G69730",NA,NA
"AT2G46830",1015.24763154535,3.6348709950457,0.464912181147618,7.81840343712475,5.34974999187417e-15,1.494762382598e-12,"AT2G46830","AtCCA1;CCA1","Encodes a transcriptional repressor that performs overlapping functions with LHY in a regulatory feedback loop that is closely associated with the circadian oscillator of Arabidopsis. Binds to the evening element in the promoter of TOC1 and represses TOC1 transcription. CCA1 and LHY colocalize in the nucleus and form heterodimers in vivo. CCA1 and LHY function synergistically in regulating circadian rhythms of Arabidopsis."
"AT4G39800",2215.46201797944,2.2167945134822,0.284423638023798,7.79398832278742,6.49265499585324e-15,1.76758370303774e-12,"AT4G39800","ATIPS1;ATMIPS1;MI-1-P;MIPS1","** Referred to as MIPS2 in Mitsuhashi et al 2008. myo-inositol-1-phosphate synthase isoform 1.Expressed in leaf, root and silique. Immunolocalization experiments with an antibody recognizing MIPS1, MIPS2, and MIPS3 showed endosperm localization."
"AT5G21100",491.553300907303,2.80868676825882,0.36129078846888,7.77403370886316,7.60254938922324e-15,1.99308810222414e-12,"AT5G21100","MCO2",NA
"AT3G25290",71.2711253366534,1.65153646858111,0.212929854581969,7.75624663729501,8.747981825904e-15,2.26540724479355e-12,"AT3G25290",NA,NA
"AT4G22200",362.172802777272,2.82721096481453,0.364765308660926,7.75076713077068,9.1339054731882e-15,2.33684918943556e-12,"AT4G22200","AKT2;AKT2/3;AKT3;KT2/3","Encodes AKT2, a photosynthate- and light-dependent inward rectifying potassium channel with unique gating properties that are regulated by phosphorylation.  Expressed in guard cell protoplasts and in the phloem and xylem of aerial portions of the plant.  The channel can coassemble with another K+ channel, KAT1, in vitro.  In guard cells, AKT2/3 is responsible for the Ca2+ sensitivity of the K+ uptake channel.  In the phloem, it regulates the sucrose/H+ symporters via the phloem potential.  AKT2 belongs to the Shaker family K+ channels which include the following groups based on phylogenetic analysis (FEBS Letters (2007) 581: 2357): I (inward rectifying channel): AKT1 (AT2G26650), AKT5 (AT4G32500) and SPIK (also known as AKT6, AT2G25600); II (inward rectifying channel): KAT1 (AT5G46240) and KAT2 (AT4G18290); III (weakly inward rectifying channel): AKT2 (AT4G22200); IV (regulatory subunit involved in inwardly rectifying conductance formation): KAT3 (also known as AtKC1, AT4G32650); V (outward rectifying channel): SKOR (AT3G02850) and GORK (AT5G37500)."
"AT1G62250",434.643031596856,2.14226292200749,0.277733616703704,7.71337279020468,1.22535487436215e-14,3.09766794727145e-12,"AT1G62250",NA,NA
"AT3G59300",408.785037648704,1.13661191890653,0.147660649376069,7.69745984261357,1.38797688354749e-14,3.46749283789775e-12,"AT3G59300",NA,NA
"AT3G48200",1059.88948280672,2.2218822525741,0.289335312988467,7.67926399866258,1.60005192281468e-14,3.93151404274285e-12,"AT3G48200",NA,NA
"AT1G67840",713.822631430074,1.09594495285869,0.142901258905939,7.6692463120991,1.73009920693683e-14,4.17484734764815e-12,"AT1G67840","CSK","Encodes a chloroplast sensor kinase (CSK) that shares common ancestors with cyanobacterial histidine sensor kinases.  CSK is synthesised in the cytosol and imported into the chloroplast as a protein precusor. CSK is autophosphorylated and required for control of transcription of chloroplast genes by the redox state of an electron carrier connecting photosystems I and II."
"AT5G48880",465.920362524194,1.6866350859336,0.220023289790297,7.66571160508108,1.77842394764246e-14,4.24323960990872e-12,"AT5G48880","KAT5;PKT1;PKT2","Encodes a peroxisomal 3-keto-acyl-CoA thiolase 2 precursor. EC2.3.1.16 thiolases. AT5G48880.1 is named PKT1 and AT5G48880.2 is named PKT2."
"AT1G32520",232.271262343571,2.19853187955267,0.287695844740396,7.64186177779705,2.14102958501798e-14,4.89399819185654e-12,"AT1G32520","OXR4",NA
"AT2G04039",1142.708990627,2.13693264475919,0.279640199440879,7.64172193065174,2.14335687234593e-14,4.89399819185654e-12,"AT2G04039","NdhV",NA
"AT2G21320",181.259524972332,4.13725521876742,0.543661657945026,7.60998160952851,2.7413492678628e-14,6.1928246492624e-12,"AT2G21320","BBX18",NA
"AT2G34060",74.778089945611,2.00350428259123,0.265657589893343,7.54167905910616,4.63958452686258e-14,1.03706923608344e-11,"AT2G34060",NA,NA
"AT2G22920",80.6754338162507,2.01572769165374,0.267721715584281,7.52919010418927,5.10560050791018e-14,1.12934819568201e-11,"AT2G22920","FPT1;SCPL12",NA
"AT3G48280",52.0533968533702,2.68735471717567,0.357155067880411,7.52433595055552,5.2988937663867e-14,1.16002071267239e-11,"AT3G48280","CYP71A25","putative cytochrome P450"
"AT5G42760",181.279280250738,6.1088002569244,0.81385848515479,7.50597354251648,6.09737329064822e-14,1.30785577602944e-11,"AT5G42760",NA,NA
"AT5G17310",713.943666880154,1.54463441513065,0.205994347467949,7.49843106918737,6.45862010600774e-14,1.37148797951074e-11,"AT5G17310","AtUGP2;UGP2",NA
"AT5G02830",523.07651118925,2.74890417731829,0.366725627581328,7.49580604837514,6.58921645778446e-14,1.38536645030746e-11,"AT5G02830",NA,NA
"AT1G52100",841.497923136324,2.44275563944807,0.326231434842832,7.48779969847146,7.00378030674917e-14,1.45809092954724e-11,"AT1G52100",NA,NA
"AT4G34630",289.452974836053,2.134179859215,0.285195530910384,7.48321634775412,7.25253401041574e-14,1.49521902632212e-11,"AT4G34630","BS16CY",NA
"AT2G23670",1062.7384740816,2.15468515021509,0.28838879937448,7.47145920676752,7.93103563378967e-14,1.61938020849542e-11,"AT2G23670","YCF37",NA
"AT2G21970",803.439123594302,1.9931574481148,0.267750202898989,7.44409313806098,9.76126173250499e-14,1.95547540462022e-11,"AT2G21970","SEP2","stress enhanced protein 2 (SEP2) chlorophyll a/b-binding protein"
"AT5G62220",277.801152246873,2.07091602449338,0.278707297942479,7.43043343242768,1.0824239944605e-13,2.1481564039597e-11,"AT5G62220","ATGT18;GT18;XLT2",NA
"AT4G37310",291.883394695949,1.62416219689911,0.218818840052196,7.4224056599134,1.1501190888725e-13,2.26136841224144e-11,"AT4G37310","CYP81H1","member of CYP81H"
"AT5G15910",252.476386799679,1.64973967320096,0.222407329384294,7.41764975897175,1.19216854057521e-13,2.30142717810133e-11,"AT5G15910",NA,NA
"AT5G43630",460.138633421108,2.65997286060119,0.36004062626371,7.38797976274186,1.49076425286144e-13,2.85192602788403e-11,"AT5G43630","TZP","Encodes a zinc knuckle protein that negatively regulates morning specific growth. The role of TZP in hypocotyl elongation was established through a QTL analysis of BayXSha RIL populations. The Bay-0 allele contains a deletion causing a frameshift mutation. TZP is under circadian control and acts to regulate morning-specific hypocotyl growth."
"AT5G03555",395.79406846749,2.26526817520322,0.30729222664443,7.3717067299082,1.6845728016464e-13,3.1939199502644e-11,"AT5G03555","AtNCS1;NCS1;PLUTO",NA
"AT2G21210",383.645515202397,3.81040528168669,0.518613745673894,7.34728941041739,2.02266610112827e-13,3.80100129712025e-11,"AT2G21210","SAUR6","Putative auxin-regulated protein whose expression is downregulated in response to chitin oligomers."
"AT3G53830",253.47306696266,3.06261092580526,0.416999739460099,7.34439529811339,2.06691417427862e-13,3.85008092024619e-11,"AT3G53830",NA,NA
"AT3G03770",443.580870395459,2.17695602621375,0.296990031893601,7.33006428644602,2.30042355855967e-13,4.24778211008822e-11,"AT3G03770",NA,NA
"AT3G55630",452.359489977184,2.29678769211411,0.313618138204267,7.32351676234414,2.41555405558127e-13,4.42192158364381e-11,"AT3G55630","ATDFD;DFD;FPGS3",NA
"AT3G28270",725.318651238626,3.8815592878756,0.530986057935529,7.31009643260141,2.66950735238735e-13,4.84504176307226e-11,"AT3G28270","AFL1",NA
"AT5G39080",388.478648733571,1.40827328119959,0.193015451582252,7.29616862098453,2.96077807516651e-13,5.32814596831872e-11,"AT5G39080",NA,NA
"AT2G27420",288.798180938889,4.86589708728749,0.668160663499545,7.28252552582483,3.2762792230379e-13,5.84636884884117e-11,"AT2G27420",NA,NA
"AT3G24460",335.982375343094,3.04465776545172,0.418950914800995,7.26733767104425,3.66641509308825e-13,6.48802704181075e-11,"AT3G24460",NA,NA
"AT1G28610",174.029139153957,2.52607066410613,0.348619662464521,7.24592137531314,4.2950923189903e-13,7.5377095366743e-11,"AT1G28610","GGL3",NA
"AT5G13170",55.1009255020973,3.12578619211285,0.431726317859028,7.24020302402208,4.48013573616832e-13,7.79800675061756e-11,"AT5G13170","AtSWEET15;SAG29;SWEET15",NA
"AT5G58870",1023.08710757767,1.58378852471385,0.219016847130889,7.23135478143076,4.78199264088441e-13,8.2557409535919e-11,"AT5G58870","ftsh9","encodes an FtsH protease that is localized to the chloroplast"
"AT2G30390",1026.08047380928,1.34441975337903,0.186088101664428,7.22464113156152,5.0242684080151e-13,8.60405964872586e-11,"AT2G30390","ATFC-II;FC-II;FC2","Encodes one of two ferrochelatase genes in Arabidopsis. Ferrochelatase is the terminal enzyme of heme biosynthesis.  FC-II is speculated to operate in photosynthetic cytochromes"
"AT1G62630",174.657499684386,2.15323987982928,0.298973774439769,7.20210287294973,5.92909304852972e-13,1.00723432708423e-10,"AT1G62630",NA,NA
"AT1G63360",316.411861633635,1.50023257341828,0.208386346192122,7.19928441009825,6.05293781222835e-13,1.01207979876117e-10,"AT1G63360",NA,NA
"AT5G62140",339.880637233007,3.10920162252449,0.431869151983521,7.19940659860588,6.04751650615102e-13,1.01207979876117e-10,"AT5G62140",NA,NA
"AT1G06040",2716.36058286406,1.42864023453813,0.198794787627068,7.1865075115461,6.64696348483267e-13,1.10272085625329e-10,"AT1G06040","BBX24;STO","Encodes salt tolerance protein (STO) which confers salt tolerance to yeast cells. Fully complements calcineurin deficient yeast but does not encode a phosphoprotein phosphatase. Sequence has similarities to CONSTANS. STO co-localizes with COP1 and plays a role in light signaling."
"AT4G12310",302.241263921958,1.85771546995609,0.258866036663868,7.17635845125675,7.15927003722326e-13,1.16051220794226e-10,"AT4G12310","CYP706A5","member of CYP706A"
"AT5G48930",1984.02064367562,1.3592033228991,0.189571954015257,7.16985447536037,7.50775297905058e-13,1.20778132204651e-10,"AT5G48930","HCT","At5g48930 has been shown to encode for the hydroxycinnamoyl-Coenzyme A shikimate/quinate hydroxycinnamoyltransferase (HCT) both synthesizing and catabolizing the hydroxycinnamoylesters (coumaroyl/caffeoyl shikimate and quinate) involved in the phenylpropanoid pathway.  Influence on the accumulation of flavonoids which in turn inhibit auxin transport and reduce plant growth."
"AT5G56850",537.792314570431,2.81223035116393,0.39258911831392,7.16329164507108,7.87625362831866e-13,1.25753568268682e-10,"AT5G56850",NA,NA
"AT1G55960",2347.83935804257,2.68050513828455,0.37488179556262,7.15026755103344,8.6608925903771e-13,1.37249294146759e-10,"AT1G55960","PCST1",NA
"AT5G63380",339.613305482021,1.04025466757256,0.146425906698709,7.10430750285895,1.20927339309916e-12,1.86079134075802e-10,"AT5G63380",NA,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At5g63380 preferentially activates fatty acids with increased chain length (C9:0 to C8:0) and thus shares characteristics with long-chain fatty acyl-CoA synthases. Also able to catalyze the conversion of OPDA to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"AT4G00880",294.156099298876,2.14739787315892,0.303929872276669,7.06543867199776,1.60109387038624e-12,2.42851630983228e-10,"AT4G00880","SAUR31",NA
"AT1G66540",76.0295197954913,3.03338314013925,0.431138285362921,7.03575452035263,1.98185588667769e-12,2.97290495900652e-10,"AT1G66540",NA,NA
"AT2G46660",39.5909939611198,3.17128763719964,0.450766476956292,7.0353227210087,1.98800331612397e-12,2.97290495900652e-10,"AT2G46660","CYP78A6;EOD3","member of CYP78A"
"AT5G38430",17042.4103542671,3.10092520986949,0.441222114776974,7.02803668722933,2.09459830699122e-12,3.11040524817891e-10,"AT5G38430","RBCS1B",NA
"AT1G04350",574.592706593317,2.04754319684737,0.291428822561603,7.02587746417756,2.12725091558001e-12,3.13695647169038e-10,"AT1G04350",NA,"encodes a protein whose sequence is similar to 2-oxoglutarate-dependent dioxygenase"
"AT1G13080",529.594928781757,1.7816052591324,0.253756578477397,7.02092245183349,2.2040816983129e-12,3.22783964577065e-10,"AT1G13080","CYP71B2","cytochrome P450 monooxygenase"
"AT2G31380",476.233029354592,2.94309323028565,0.419619963733921,7.01371117831717,2.32078236099444e-12,3.37546667367923e-10,"AT2G31380","BBX25;STH","a B-box zinc finger protein that interacts with COP1. contains a novel 11 amino acid motif at the C-terminus (also found at the N-terminus of HY5) that is involved in the COP1 interaction."
"AT1G17220",3734.10094236098,1.34104783543531,0.191506046057402,7.00263967140413,2.51184263741574e-12,3.62850193234851e-10,"AT1G17220","FUG1","Encodes a chloroplast localized protein with similarity to translation initiation factor 2. Can complement loss of INFB in E.coli suggesting FUG1 does function as a translation initiation factor in vivo. Identified as a suppressor of the leaf variegation mutant var2-6. Suppression is only seen in hypomorphs as complete loss of function alleles are embryo lethal."
"AT2G27360",155.98023577027,1.62549966070841,0.232919595318968,6.97880166965941,2.9770839269755e-12,4.27151197225167e-10,"AT2G27360",NA,NA
"AT5G23730",199.775227579353,2.45633586082987,0.353078971432652,6.95690216515316,3.47836331335463e-12,4.95725133953594e-10,"AT5G23730","EFO2;RUP2",NA
"AT3G21670",989.269462001892,3.29603010405798,0.474427623372342,6.9473823649412,3.72126124327308e-12,5.23317764906648e-10,"AT3G21670","AtNPF6.4;NPF6.4",NA
"AT3G01180",555.911788103583,1.5104502287573,0.21818079388029,6.92292938298707,4.42398334332262e-12,6.18047936154314e-10,"AT3G01180","AtSS2;SS2",NA
"AT2G35960",309.214721662402,2.70929338947989,0.391935002849157,6.91260890143717,4.75820458279699e-12,6.60395256965321e-10,"AT2G35960","NHL12","Encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression is not altered in response to cucumber mosaic virus or spermine."
"AT5G24155",51.8183515607108,4.3776226024828,0.634312539492739,6.90136538366969,5.15050653909674e-12,7.10201339985189e-10,"AT5G24155",NA,NA
"AT1G17100",722.477998367848,1.78305921638186,0.258579086083328,6.89560491294825,5.36360721284711e-12,7.34814188160055e-10,"AT1G17100","AtHBP1;cHBP1;HBP1;SOUL1",NA
"AT4G26790",54.420679223311,3.50160396384256,0.507947291634297,6.89363644912114,5.43839043553944e-12,7.4028346729923e-10,"AT4G26790","GGL23",NA
