"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TAIR","SYMBOL","GENENAME"
"AT1G73600",3305.75646442605,4.60464276679772,0.267375270291236,17.2216479174837,1.82710974188835e-66,3.79033915954739e-62,"AT1G73600","AtPMT3;DEG26;NMT;NMT3",NA
"AT4G33945",293.895644310328,2.21118455595439,0.162854002624185,13.5777108350054,5.42970376770368e-42,5.63196023305065e-38,"AT4G33945",NA,NA
"AT3G61220",508.279030027324,3.18452254450595,0.235701132010364,13.5108495973024,1.34954961349457e-41,9.33213557731497e-38,"AT3G61220","SDR1",NA
"AT5G48880",465.920362524194,2.65035215456117,0.219345964777295,12.0829765765334,1.29929496867143e-33,6.73846853127221e-30,"AT5G48880","KAT5;PKT1;PKT2","Encodes a peroxisomal 3-keto-acyl-CoA thiolase 2 precursor. EC2.3.1.16 thiolases. AT5G48880.1 is named PKT1 and AT5G48880.2 is named PKT2."
"AT3G01060",1259.54675648052,2.81874257700022,0.24005233858189,11.7422000287602,7.74452373704115e-32,2.67766908208198e-28,"AT3G01060",NA,NA
"AT4G09350",326.93136471726,3.64948271671835,0.345876486685432,10.5514044961301,5.0043364364052e-26,1.48307084818894e-22,"AT4G09350","CRRJ;DJC75;NdhT",NA
"AT3G17609",224.391061576559,4.20315667056705,0.410767795078722,10.2324396433307,1.41898873183803e-24,3.67961515524749e-21,"AT3G17609","HYH","Encodes a homolog of HY5 (HYH).  Involved in phyB signaling pathway."
"AT5G17230",3550.61397519923,1.90916214294935,0.19475801316399,9.80273988183378,1.09572412682111e-22,2.52564411232267e-19,"AT5G17230","PSY","Encodes phytoene synthase."
"AT2G24820",954.669936189041,1.52075379430632,0.161748804543795,9.401947659493,5.35622579533479e-21,1.1111490412422e-17,"AT2G24820","AtTic55;Tic55;TIC55-II",NA
"AT1G07010",737.122993350309,2.10519171498755,0.226512637494468,9.29392610617129,1.48699665717869e-20,2.37290351178245e-17,"AT1G07010","AtSLP1;SLP1",NA
"AT1G62180",2444.92092214951,3.99102343552392,0.438798195577361,9.09535060934472,9.42817768357131e-20,1.30391697363791e-16,"AT1G62180","APR2;APSR;ATAPR2;PRH;PRH43","encodes a adenosine 5'-phosphosulfate reductase, involved in sulfate assimilation. Is a major effect locus for natural variation of shoot sulfate content in Arabidopsis."
"AT1G10657",154.118778328118,2.96161965209195,0.328597771997912,9.01290241283431,2.00673822469988e-19,2.60186152946244e-16,"AT1G10657","DEG17",NA
"AT4G28740",456.553458892645,1.78694082156999,0.202469038455732,8.82574854505809,1.08730081809031e-18,1.25311419284908e-15,"AT4G28740",NA,NA
"AT3G55120",283.24911773355,3.58433875553579,0.408269217613522,8.779350979453,1.64420684349578e-18,1.79521426149053e-15,"AT3G55120","A11;AtCHI;CFI;CHI;TT5","Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems."
"AT1G26220",207.453947382354,4.1395050741063,0.476616630512459,8.68518807171185,3.78116257524369e-18,3.73524845825859e-15,"AT1G26220","GNAT1;SNAT2",NA
"AT4G26850",5197.02527612576,2.84436267498709,0.328304678895021,8.66378963760248,4.56335105496622e-18,4.08957520654716e-15,"AT4G26850","GGP;VTC2","Encodes a novel protein involved in ascorbate biosynthesis, which was shown to catalyze the transfer of GMP from GDP-galactose to a variety of hexose-1-phosphate acceptors. Recessive mutation has a reduced amount of vitamin C, lower level of non-photochemical quenching, and reduced rate of conversion of violaxanthin to zeaxanthin in high light."
"AT4G27030",533.023458211156,2.9457771689541,0.33995405147349,8.66522153857552,4.50635847862929e-18,4.08957520654716e-15,"AT4G27030","FAD4;FADA","Encodes an unusual palmitate desaturase that is highly substrate specific. It introduces a delta-3 trans double bond at palmitate at the sn-2 position of phosphatidylglycerol."
"AT5G02270",377.403032195649,2.79777019838506,0.325457697716922,8.59641734705109,8.22433107405403e-18,6.82454992525004e-15,"AT5G02270","ABCI20;ATNAP9;NAP9","member of NAP subfamily"
"AT4G12830",439.361491315888,2.34615936874434,0.273545163771037,8.57686290775778,9.74957067384802e-18,7.49092013440657e-15,"AT4G12830",NA,NA
"AT5G59750",472.465090770327,1.67265470270046,0.195739090014302,8.54532787793308,1.28171857496675e-17,9.4961613706019e-15,"AT5G59750","AtRIBA3;RIBA3",NA
"AT3G26570",3244.28875617197,2.44778875980387,0.287207367910003,8.52272271988124,1.55845576518912e-17,1.11483327064994e-14,"AT3G26570","ORF02;PHT2;1","low affinity phosphate transporter"
"AT3G22840",282.779390419772,7.06387172037221,0.831330574609799,8.49706715488935,1.94440955698598e-17,1.34455920865581e-14,"AT3G22840","ELIP;ELIP1","Encodes an early light-inducible protein."
"AT3G01550",463.408699142106,3.00505500504554,0.355570161070084,8.451370036231,2.8790418646607e-17,1.90238407311034e-14,"AT3G01550","ATPPT2;PPT2",NA
"AT4G04850",1083.11777103675,1.65056935515866,0.197703571283339,8.34870783792343,6.90138169910214e-17,4.33845949539012e-14,"AT4G04850","ATKEA3;KEA3","member of Putative potassium transporter family"
"AT5G38980",995.215563930951,2.52399781671326,0.302573825616405,8.34175861567455,7.31937453193716e-17,4.4658948430893e-14,"AT5G38980",NA,NA
"AT1G64780",619.501943684096,2.18062398202948,0.262894637740726,8.29466892428623,1.08888041891173e-16,6.45394979723538e-14,"AT1G64780","AMT1;2;ATAMT1;2","encodes an ammonium transporter protein believed to act as a high affinity transporter. It is expressed in the root, primarily in endodermal and cortical cells, and contributes to ammonium uptake in the root."
"AT5G15910",252.476386799679,1.85598756899421,0.223873752442951,8.29033126367577,1.12933498540652e-16,6.5077928534051e-14,"AT5G15910",NA,NA
"AT1G17050",749.63761451563,2.17392952334559,0.264232146424484,8.22734687191774,1.91405580406555e-16,1.01813045270102e-13,"AT1G17050","AtSPS2;SPS2","Encodes a protein with solanesyl diphosphate synthase activity."
"AT1G71810",344.834476930418,1.38520638272745,0.168823982514228,8.20503320735672,2.30527159573374e-16,1.19557148133741e-13,"AT1G71810",NA,NA
"AT2G46340",1011.01043487419,2.06478003282982,0.252288095014518,8.18421508438995,2.74084174386392e-16,1.38679907259651e-13,"AT2G46340","SPA1","Encodes a member of the SPA (suppressor of phyA-105) protein family  (SPA1-SPA4). SPA proteins contain an N-terminal serine/threonine kinase-like motif followed by a coiled-coil structure and a C-terminal WD-repeat domain. SPA1 is a PHYA signaling intermediate, putative regulator of PHYA signaling pathway. Light responsive repressor of photomorphogenesis. Involved in regulating circadian rhythms and flowering time in plants. Under constant light, the abundance of SPA1 protein exhibited circadian regulation, whereas under constant darkness, SPA1 protein levels remained unchanged. In addition, the spa1-3 mutation slightly shortened circadian period of CCA1, TOC1/PRR1 and SPA1 transcript accumulation under constant light."
"AT3G28070",234.049425572871,3.2517491319923,0.39756452701775,8.17917321845749,2.85798020006063e-16,1.41163807738709e-13,"AT3G28070","UMAMIT46",NA
"AT1G14345",818.003791745117,2.28741154535541,0.281244995538343,8.13316354652634,4.18229772302294e-16,1.98923224103416e-13,"AT1G14345",NA,NA
"AT5G44110",209.140612889877,2.64403180539357,0.325135160760535,8.13210050616742,4.21914767922406e-16,1.98923224103416e-13,"AT5G44110","ABCI21;ATNAP2;ATPOP1;POP1","Encodes a member of the NAP subfamily of ABC transporters."
"AT5G19850",384.760288858316,1.95756018575423,0.241395643602409,8.10934346842823,5.08939965235123e-16,2.34621323973392e-13,"AT5G19850",NA,NA
"AT2G16430",530.432578656721,1.9060336814878,0.235547890795979,8.0919157248524,5.87335435253607e-16,2.64875513137741e-13,"AT2G16430","ATPAP10;PAP10;PUP1",NA
"AT3G15354",465.184270844705,3.10323088685811,0.383871409905283,8.08403753648599,6.26570333215089e-16,2.76557480054192e-13,"AT3G15354","SPA3","Encodes a member of the SPA (suppressor of phyA-105) protein family (SPA1-SPA4).  SPA proteins contain an N-terminal serine/threonine kinase-like motif followed by a coiled-coil structure and a C-terminal WD-repeat domain.  SPA proteins function redundantly in suppressing photomorphogenesis in dark- and light-grown seedlings. SPA3 (and SPA4) predominantly regulates elongation growth in adult plants."
"AT5G17050",337.911358211706,2.3771430433838,0.295239002625654,8.05158878821265,8.17260947137843e-16,3.4600159894642e-13,"AT5G17050","UGT78D2","The At5g17050 encodes a anthocyanidin 3-O-glucosyltransferase which specifically glucosylates the 3-position of the flavonoid C-ring. Anthocyanidins such as cyanidin and pelargonidin as well as flavonols such as kaempferol and quercetin are accepted substrates."
"AT3G48610",370.404858831499,1.61515611839732,0.201648569424716,8.00975738635394,1.14934954265339e-15,4.76865125246892e-13,"AT3G48610","NPC6",NA
"AT1G23740",2651.53958175698,2.23998315254983,0.280304325888655,7.99125431064386,1.33572695986993e-15,5.4332658397062e-13,"AT1G23740","AOR",NA
"AT4G09750",208.087266091658,2.21498267247267,0.279493112114538,7.92499913759934,2.28147915717223e-15,9.10178559914191e-13,"AT4G09750",NA,NA
"AT3G59300",408.785037648704,1.18154167038403,0.149619958635432,7.89695225931054,2.85805777587094e-15,1.11868695397062e-12,"AT3G59300",NA,NA
"AT1G78510",756.784193534468,1.71651793825413,0.219153024569949,7.83250854795415,4.78230671026895e-15,1.77158844115231e-12,"AT1G78510","AtSPS1;SPS1","Encodes a protein with solanesyl diphosphate synthase activity."
"AT3G12320",479.393099421168,2.84297176011118,0.364664665333901,7.79612622327433,6.38365348476873e-15,2.32331388669346e-12,"AT3G12320","LNK3",NA
"AT1G17100",722.477998367848,2.0195702700126,0.259155668269727,7.79288480740716,6.54963282390133e-15,2.34262298158333e-12,"AT1G17100","AtHBP1;cHBP1;HBP1;SOUL1",NA
"AT3G50300",62.0794906473026,2.13834607759229,0.276457799327384,7.73480105388539,1.03564927689342e-14,3.58075737485899e-12,"AT3G50300",NA,NA
"AT3G02870",440.069502691182,2.20279783814663,0.286032318915896,7.70122008063826,1.34773136643556e-14,4.58339134372224e-12,"AT3G02870","GPP;VTC4","Encodes a L-galactose-1-phosphate phosphatase, involved in ascorbate biosynthesis."
"AT1G19920",877.039354114711,1.81545233569506,0.235937357907038,7.69463705027317,1.41896379869342e-14,4.74780709740241e-12,"AT1G19920","APS2;ASA1;ATPS2","encodes a chloroplast form of ATP sulfurylase"
"AT5G20070",504.184678096004,1.81464107570621,0.236288453337992,7.67977042496657,1.5937394227861e-14,5.24795624217424e-12,"AT5G20070","ATNUDT19;ATNUDX19;NUDX19",NA
"AT3G01440",307.980640258495,3.16240552727569,0.414529442886194,7.62890448807977,2.36756957755259e-14,7.67425482598884e-12,"AT3G01440","PnsL3;PQL1;PQL2","Encodes a subunit of the NAD(P)H complex located in the chloroplast thylakoid lumen."
"AT3G15460",75.7362833345367,2.46883200886384,0.329356847322848,7.49591826898865,6.58358067165806e-14,2.0084761916698e-11,"AT3G15460","atBRX1-1",NA
"AT1G69730",244.888149040591,3.16037945117203,0.422039711089794,7.48834616299798,6.97468733446558e-14,2.09695490947085e-11,"AT1G69730",NA,NA
"AT2G30390",1026.08047380928,1.39627332827604,0.186791964730315,7.47501815879468,7.71931940843594e-14,2.2554546637747e-11,"AT2G30390","ATFC-II;FC-II;FC2","Encodes one of two ferrochelatase genes in Arabidopsis. Ferrochelatase is the terminal enzyme of heme biosynthesis.  FC-II is speculated to operate in photosynthetic cytochromes"
"AT3G15090",193.389583442184,1.59499079194341,0.213648733150778,7.46548209493841,8.29951769778518e-14,2.39129853667436e-11,"AT3G15090",NA,NA
"AT5G42760",181.279280250738,6.08457555148832,0.815852112382336,7.45793932397994,8.78861224586753e-14,2.46378055460165e-11,"AT5G42760",NA,NA
"AT1G65060",184.7319547431,3.81036637762802,0.511820608381084,7.44473027313302,9.71426893024178e-14,2.68696678610488e-11,"AT1G65060","4CL3","encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. mRNA levels are not induced in response to wounding or to fungal infection by P. parasitica.  mRNA is expressed in flowers, to a lesser degree in mature leaves and siliques and marginally in seedling roots and  bolting stems of mature plants.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, caffeic acid, ferulic acid, cinnamic acid and 5-OH-ferulic acid. At4CL3 was unable to use sinapic acid as substrate."
"AT3G01120",3441.82015488029,1.55611658216014,0.209142910057258,7.4404462562662,1.00345735863962e-13,2.73904248749723e-11,"AT3G01120","AtCGS1;AtCYS1;CGS;CGS1;MTO1","encodes a cystathionine gamma-synthase, which performs the first committed step in methionine biosynthesis. A conserved motif of 13 amino acids in the first exon is required for posttranscriptional autoregulation. This enzyme shares the same substrate as threonine synthase (TS) and its absence transcriptionally affects 8 genes in the genome."
"AT1G62630",174.657499684386,2.23679382926736,0.301546082289264,7.41775125143784,1.19125561071249e-13,3.2094282654845e-11,"AT1G62630",NA,NA
"AT3G48320",165.47852873064,2.39301391841679,0.32508305413429,7.36123857575258,1.8221157314767e-13,4.84612703198515e-11,"AT3G48320","CYP71A21","putative cytochrome P450"
"AT1G26761",347.11968310096,1.93943930439683,0.26381044128498,7.35163966577714,1.95790036449158e-13,5.14134722295921e-11,"AT1G26761",NA,NA
"AT5G17310",713.943666880154,1.50148181616916,0.206937479839101,7.25572678925345,3.99510770144193e-13,9.75041285487211e-11,"AT5G17310","AtUGP2;UGP2",NA
"AT1G63360",316.411861633635,1.52003293427339,0.2105107724914,7.22068954611569,5.17246174099246e-13,1.24770603275452e-10,"AT1G63360",NA,NA
"AT1G55910",280.073887944867,2.47893773397246,0.344136913155855,7.20334738647983,5.87520341092064e-13,1.38501244044942e-10,"AT1G55910","ZIP11","member of Putative zinc transporter ZIP2 - like family"
"AT5G08640",362.07730073231,5.05443649752881,0.701990640376222,7.20014798889619,6.0147242827456e-13,1.40197140725345e-10,"AT5G08640","ATFLS1;FLS;FLS1","Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols."
"AT2G21320",181.259524972332,3.92599263930037,0.546466315230087,7.18432688325419,6.75390988542249e-13,1.54110656660408e-10,"AT2G21320","BBX18",NA
"AT3G02830",995.901310471938,1.91554771549601,0.267237304260553,7.16796526890713,7.61206064390883e-13,1.71643693541183e-10,"AT3G02830","AtC3H33;PNT1;ZFN1","Encodes a zinc finger protein."
"AT2G29650",1740.45594787772,1.55496779734175,0.217266946689227,7.15694596456926,8.24941945263463e-13,1.82057666537134e-10,"AT2G29650","ANTR1;PHT4;1","Encodes an inorganic phosphate transporter (PHT4;1) that  is localized to the thylakoid membrane.;Encodes an inorganic phosphate transporter that  is localized to the thylakoid membrane."
"AT3G21560",291.873290656753,2.68455849547589,0.375808089520715,7.14342924043927,9.10307926913506e-13,1.96711853581465e-10,"AT3G21560","BRT1;UGT84A2","Encodes a protein with sinapic acid:UDP-glucose glucosyltransferase activity. Mutants defective in this gene are hyper-fluorescent (which accumulate in their trichomes a compound that is likely to be 3',5'-dimethoxynaringenin chalcone or sinapoyltriacetic acid lactone, potential products of the concerted action of 4-coumarate CoA ligase and chalcone synthase  on sinapic acid)."
"AT4G37925",849.320836207739,2.21751805108163,0.311277529248661,7.12392589479271,1.04895456606242e-12,2.21067893186092e-10,"AT4G37925","NDH-M;NdhM","Encodes subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex (Ndh complex) present in the thylakoid membrane of chloroplasts. This subunit is thought to be required for Ndh complex assembly."
"AT4G00050",387.097391463723,2.57256101747478,0.361797949166895,7.11049087867572,1.15630944876709e-12,2.37501381333398e-10,"AT4G00050","PIF8;UNE10",NA
"AT3G09600",290.544734255956,2.74096225663817,0.386972473928866,7.08309360820848,1.40971380033568e-12,2.83927308621006e-10,"AT3G09600","LCL5;RVE8",NA
"AT2G35960",309.214721662402,2.77945228732908,0.393217781621638,7.06848066704045,1.56639168332185e-12,3.12449956447228e-10,"AT2G35960","NHL12","Encodes a protein whose sequence is similar to tobacco hairpin-induced gene (HIN1) and Arabidopsis non-race specific disease resistance gene (NDR1). Expression is not altered in response to cucumber mosaic virus or spermine."
"AT1G48610",167.856057561236,1.50544826424036,0.213253422421298,7.05943307801287,1.67183267867354e-12,3.30306370657929e-10,"AT1G48610",NA,NA
"AT3G14200",194.368391025847,1.8109416005023,0.256928364391568,7.04843003531662,1.80947691341793e-12,3.54128288385425e-10,"AT3G14200",NA,NA
"AT5G25040",212.112414376116,2.02893125359231,0.287979221283523,7.04540850047917,1.84918193292845e-12,3.58516628024306e-10,"AT5G25040",NA,NA
"AT3G02380",779.479563019042,2.6174733907192,0.374394252635903,6.99122214695073,2.72501873392434e-12,5.09283906623968e-10,"AT3G02380","ATCOL2;BBX3;COL2","homologous to the flowering-time gene CONSTANS (CO) encoding zinc-finger proteins"
"AT5G17220",30.541744837639,7.77999669825391,1.11629150935168,6.96950270881519,3.18063250194029e-12,5.89126975470994e-10,"AT5G17220","ATGSTF12;GST26;GSTF12;TT19","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002). Mutants display no pigments on leaves and stems."
"AT4G34630",289.452974836053,2.00522266519537,0.287956615688902,6.9636276992564,3.31620281728372e-12,6.06534410963018e-10,"AT4G34630","BS16CY",NA
"AT5G64170",865.534211536814,2.70355506302595,0.388894736163963,6.95189420585548,3.60413656581446e-12,6.39041137246333e-10,"AT5G64170","LNK1",NA
"AT3G01180",555.911788103583,1.52077308351884,0.219250282790095,6.93624228970684,4.02666770526724e-12,7.01959844922427e-10,"AT3G01180","AtSS2;SS2",NA
"AT5G17780",44.659768073274,2.7017611208929,0.390653254168182,6.91600822997304,4.6454742251408e-12,7.96449279343355e-10,"AT5G17780",NA,NA
"AT2G22590",20.6377690298987,9.11847262635006,1.32112500650506,6.90205134370467,5.12569011743355e-12,8.64491394196415e-10,"AT2G22590",NA,NA
"AT5G26220",57.0965017156411,5.49660654873637,0.800085885858907,6.87002063889136,6.4192616312816e-12,1.04856364205462e-09,"AT5G26220","AtGGCT2;1;GGCT2;1",NA
"AT2G27420",288.798180938889,4.6035821145837,0.670603786601302,6.86483167343148,6.65697007341257e-12,1.07889722010112e-09,"AT2G27420",NA,NA
"AT3G03770",443.580870395459,2.04075779791486,0.298502674649827,6.83664828232737,8.10674433310264e-12,1.2936493168478e-09,"AT3G03770",NA,NA
"AT2G23672",117.656343725235,2.9583790136686,0.433364707401485,6.82653424042639,8.69905399659109e-12,1.37757156610139e-09,"AT2G23672",NA,NA
"AT5G38430",17042.4103542671,3.00572678833771,0.441253406766908,6.81179282073053,9.63898576506814e-12,1.51485424012378e-09,"AT5G38430","RBCS1B",NA
"AT2G34060",74.778089945611,1.8460213754453,0.271345748738728,6.80320728821435,1.02315261574875e-11,1.58397768759014e-09,"AT2G34060",NA,NA
"AT1G30510",335.626759011644,2.23111547916916,0.328102057020347,6.8000655022739,1.04571594227987e-11,1.6008448647335e-09,"AT1G30510","ATRFNR2;RFNR2","Encodes a root-type ferredoxin:NADP(H) oxidoreductase."
"AT2G21970",803.439123594302,1.82832989051085,0.268889928919527,6.79954767312253,1.049481328531e-11,1.6008448647335e-09,"AT2G21970","SEP2","stress enhanced protein 2 (SEP2) chlorophyll a/b-binding protein"
"AT2G04039",1142.708990627,1.89956311145231,0.280298660698799,6.77692539349493,1.22760237630689e-11,1.84540661568743e-09,"AT2G04039","NdhV",NA
"AT5G63380",339.613305482021,1.00608470687816,0.149202883337818,6.74306477442685,1.55080028091801e-11,2.29795370197457e-09,"AT5G63380",NA,"Encodes a peroxisomal protein involved in the activation of fatty acids through esterification with CoA. At5g63380 preferentially activates fatty acids with increased chain length (C9:0 to C8:0) and thus shares characteristics with long-chain fatty acyl-CoA synthases. Also able to catalyze the conversion of OPDA to its CoA ester and is therefore thought to be involved in the peroxisomal &#946;-oxidation steps of jasmonic acid biosynthesis."
"AT4G24700",93.9404367376597,3.03983363600933,0.451573932493732,6.73164108305016,1.6776005527988e-11,2.46821443034121e-09,"AT4G24700",NA,NA
"AT4G22880",55.5601471755326,5.38860495890595,0.801325388773795,6.72461528662121,1.76056978638121e-11,2.57204367735761e-09,"AT4G22880","ANS;LDOX;TDS4;TT18","encodes leucoanthocyanidin dioxygenase, which is involved in proanthocyanin biosynthesis. Mutant analysis suggests that this gene is also involved in vacuole formation."
"AT1G77090",621.542704588893,1.36840320561576,0.203945252067134,6.70965953728266,1.95079032163682e-11,2.8300101554095e-09,"AT1G77090",NA,NA
"AT4G21210",1507.67531517119,1.2644636223366,0.188525920901548,6.70710752287973,1.9851998952e-11,2.8599285990225e-09,"AT4G21210","ATRP1;RP1","Encodes a PPDK regulatory protein that has both protein kinase and protein phosphatase activities towards PPDK (pyruvate orthophosphate dikinase)."
"AT4G14240",308.397501179716,1.49096423567168,0.222589599988921,6.69826548835115,2.10907843423656e-11,2.99676932316695e-09,"AT4G14240","MGR1/CST2",NA
"AT1G75270",315.462167978091,1.57344873488257,0.235263035055868,6.68804062018891,2.2617836485064e-11,3.1703176883963e-09,"AT1G75270","DHAR2",NA
"AT4G04610",998.345701972582,3.93596726680371,0.589245040799216,6.67967822260363,2.39467457857125e-11,3.31183494216404e-09,"AT4G04610","APR;APR1;ATAPR1;PRH19","Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily.  This protein also belongs to the adenosine 5'-phosphosulfate reductase-like (APRL) group."
"AT1G72030",311.543395318091,2.06193104874525,0.308945498416457,6.67409319544698,2.48765502524956e-11,3.41764261581471e-09,"AT1G72030","GNAT10;SNAT6",NA
"AT4G39800",2215.46201797944,1.89502875140489,0.284902432535738,6.65150077708509,2.90119321534952e-11,3.95955613502801e-09,"AT4G39800","ATIPS1;ATMIPS1;MI-1-P;MIPS1","** Referred to as MIPS2 in Mitsuhashi et al 2008. myo-inositol-1-phosphate synthase isoform 1.Expressed in leaf, root and silique. Immunolocalization experiments with an antibody recognizing MIPS1, MIPS2, and MIPS3 showed endosperm localization."
"AT4G13930",2017.0945379817,2.06676369899148,0.310942295896611,6.64677570811621,2.9958301036979e-11,4.03561659098786e-09,"AT4G13930","SHM4","Encodes a serine hydroxymethyltransferase maximally expressed in root"
"AT5G24660",134.642815747672,4.79862183388665,0.72194326958085,6.64681289524683,2.99507362817375e-11,4.03561659098786e-09,"AT5G24660","LSU2",NA
"AT5G24150",769.561360690035,3.16895677323822,0.480855208207197,6.59025153341531,4.39082043429972e-11,5.69297311934673e-09,"AT5G24150","SQE5;SQP1","squalene monooxygenase gene homolog"
"AT1G30530",572.131090653596,2.1186403231005,0.321546862929129,6.58890061560781,4.43095250144202e-11,5.7093235802742e-09,"AT1G30530","UGT78D1","The At1g30530 gene encodes a UDP-rhamnose:flavonol-3-O-rhamnosyltransferase (UGT78D1) attaching a rhamnosyl residue to the 3-O-position of the flavonols kaempferol and quercetin"
"AT1G15980",2639.67849699798,1.14666987896641,0.174065800267626,6.58756560566981,4.4709644768796e-11,5.72531839955971e-09,"AT1G15980","NDF1;NDH48;PnsB1","encodes a novel subunit of the chloroplast NAD(P)H dehydrogenase complex, involved in cyclic electron flow around photosystem I to produce ATP."
"AT1G48030",2997.13122545162,1.22634528439367,0.186254276206891,6.58425304035139,4.5717793755141e-11,5.81850080644418e-09,"AT1G48030","mtLPD1","Encodes a mitochondrial lipoamide dehydrogenase whose expression is induced by light."
"AT3G01205",266.120282285678,2.1864597716121,0.332310058920989,6.57957745459628,4.71787092952826e-11,5.93165045048871e-09,"AT3G01205",NA,NA
"AT5G21100",491.553300907303,2.38335013580084,0.36278896777137,6.56952208453822,5.0477008215095e-11,6.270332547438e-09,"AT5G21100","MCO2",NA
"AT2G16890",51.4470010547866,4.10628132740224,0.626827468867174,6.55089563133418,5.71930216133766e-11,6.93841656941226e-09,"AT2G16890",NA,NA
"AT1G19450",827.587398283929,2.17780061125937,0.33538695356136,6.49339691998764,8.39221948998282e-11,1.00055513402123e-08,"AT1G19450",NA,NA
"AT5G05580",750.931472062534,2.5355053318759,0.391578663924878,6.47508550762695,9.4758263909296e-11,1.10435965438109e-08,"AT5G05580","AtFAD8;FAD8","Encodes a temperature sensitive plastidic fatty acid desaturase."
"AT5G45650",307.177988324041,2.37634940980151,0.367306479490852,6.46966373448008,9.82212486592865e-11,1.13199989079828e-08,"AT5G45650",NA,NA
"AT1G22630",546.834897361097,1.88395131903186,0.292809065655429,6.43406075838121,1.24239158634752e-10,1.41612161861425e-08,"AT1G22630",NA,NA
"AT4G36220",1381.68778477742,1.72673245067922,0.268499345667799,6.43104900827437,1.2672628984501e-10,1.42877004501888e-08,"AT4G36220","CYP84A1;F5H;FAH1","encodes ferulate 5-hydroxylase (F5H). Involved in lignin biosynthesis."
"AT1G31800",1069.72982427061,1.11422510280864,0.173523415060242,6.42118011809422,1.3522191389989e-10,1.50009551008193e-08,"AT1G31800","CYP97A3;LUT5","Encodes a protein with &#946;-ring carotenoid hydroxylase activity."
"AT1G08477",591.49766413441,3.5722633619119,0.556623747618727,6.41773438017023,1.38317312767272e-10,1.51819717108839e-08,"AT1G08477",NA,NA
"AT4G13990",38.1710672775062,2.54187918264727,0.397281454991747,6.39818232315949,1.57237470411056e-10,1.71678490719861e-08,"AT4G13990","AtGT14;MBGT1",NA
"AT1G04530",886.703024368254,1.36485777100537,0.213346797405231,6.39736704560393,1.58079018996243e-10,1.7169367796215e-08,"AT1G04530","TPR4",NA
"AT2G23670",1062.7384740816,1.84802328941191,0.289128587433736,6.3917003358772,1.64051162740366e-10,1.7725215474213e-08,"AT2G23670","YCF37",NA
"AT2G31380",476.233029354592,2.68676899120912,0.420641824367509,6.38730824080329,1.68831113860471e-10,1.8147157808474e-08,"AT2G31380","BBX25;STH","a B-box zinc finger protein that interacts with COP1. contains a novel 11 amino acid motif at the C-terminus (also found at the N-terminus of HY5) that is involved in the COP1 interaction."
"AT2G03750",455.825728449432,1.81824600562662,0.2869636436714,6.33615458168868,2.35570449794648e-10,2.48066445735531e-08,"AT2G03750",NA,NA
"AT2G46830",1015.24763154535,2.94994467590507,0.465839283590879,6.33253737891251,2.4116183651386e-10,2.51402125551761e-08,"AT2G46830","AtCCA1;CCA1","Encodes a transcriptional repressor that performs overlapping functions with LHY in a regulatory feedback loop that is closely associated with the circadian oscillator of Arabidopsis. Binds to the evening element in the promoter of TOC1 and represses TOC1 transcription. CCA1 and LHY colocalize in the nucleus and form heterodimers in vivo. CCA1 and LHY function synergistically in regulating circadian rhythms of Arabidopsis."
"AT4G10430",284.847792661558,1.12240204780967,0.177304286368552,6.33037176256754,2.44571210315656e-10,2.53681487899914e-08,"AT4G10430",NA,NA
"AT5G59050",129.543548270542,2.14922657685787,0.340795850762209,6.3064927934158,2.85429262785559e-10,2.9313020081616e-08,"AT5G59050",NA,NA
"AT4G04750",111.79453233502,2.09283978995938,0.332017310300383,6.30340565094618,2.91175489533711e-10,2.97558400511174e-08,"AT4G04750","IF1",NA
"AT4G38620",142.470098834994,1.78881150496796,0.283940765525219,6.29994605268852,2.97749256261935e-10,3.02784721625188e-08,"AT4G38620","ATMYB4;MYB4","Encodes a R2R3 MYB protein which is involved in the response to UV-B.  It functions as a repressor of target gene expression.  One of its target genes encodes cinnamate 4-hydroxylase; mutants accumulate sinapate esters in their leaves. MYB4 binds to its own promoter and represses its own expression. Nuclear localization of MYB4 depends on the action of the beta importin SAD2."
"AT3G20110",26.3475530157242,2.31614576040532,0.368433808750108,6.2864636887226,3.24778936697055e-10,3.27065002028175e-08,"AT3G20110","CYP705A20","member of CYP705A"
"AT1G67360",297.081548794942,2.60388657578902,0.416228978937428,6.25589929474965,3.95231733133425e-10,3.84933441495442e-08,"AT1G67360","LDAP1;SRP1",NA
